Perfume;Brand;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
black-opium-storm-illusion;yves-saint-laurent;women;3,24;29;2020;pink pepper, orange blossom, mandarin orange, bergamot, pear;tuberose, licorice, coffee, bitter almond, jasmine sambac;cashmirwood, white musk, vanilla, patchouli, cedar;woody;white floral;musky;sweet;soft spicy
till-sunrise;zara;men;3,24;29;2021;galbanum;cypress;tonka bean;aromatic;green;vanilla;amber;sweet
life-is-now-for-her;mexx;women;3,24;128;2015;pear, guava, orange;iris, jasmine, white lily;musk, vanilla, cedar;fruity;white floral;powdery;sweet;musky
sacromonte;ricardo-ramos-perfumes-de-autor;unisex;3,24;42;2016;grass, fig, basil;lily-of-the-valley, plum, jasmine, black amber;hay, white musk, amber;green;fresh;fruity;white floral;sweet
body;kkw-fragrance;women;3,24;223;2018;peach, bergamot, pink pepper, green mandarin;jasmine sambac, ylang-ylang, turkish rose;australian sandalwood, musk, haitian vetiver, amber;woody;citrus;white floral;powdery;sweet
evolution-de-l-homme-matin;parfums-vintage;men;3,24;29;2018;grapefruit, lime, juniper berries, thyme, lemon, pink pepper, artemisia, bergamot;patchouli, cedar, jasmine, black currant, apple, rose, cypriol oil or nagarmotha;ambergris, musk, birch, vanilla;citrus;aromatic;woody;fresh spicy;patchouli
stone-supernova-for-him;replay;men;3,24;38;2016;fruity notes, citruses, lavender, watery notes;cashmere wood, rose, oakmoss;tonka bean, sandalwood, cedar;woody;fruity;citrus;sweet;amber
defy;calvin-klein;men;3,25;667;2021;bergamot, lavender;vetiver;amber;aromatic;citrus;lavender;fresh spicy;amber
aqua-universalis-cologne-forte;maison-francis-kurkdjian;unisex;3,25;522;2021;bergamot;sweet pea, mock orange;white musk;musky;citrus;sweet;floral;white floral
intensa;natura;women;3,25;28;2013;apple, citruses;floral fruity notes;musk;fruity;musky;fresh;citrus;sweet
chocolate-wasted;haught-parfums;unisex;3,25;32;2015;dark chocolate, cacao pod;rum, coffee, brown sugar;bourbon vanilla, styrax, tonka bean, labdanum;warm spicy;sweet;cacao;chocolate;amber
black-mafia;bybozo;unisex;3,25;40;2021;green notes;woody notes, tobacco, coffee;incense;woody;tobacco;amber;smoky;sweet
juice;commodity;unisex;3,26;27;2024;violet leaf, raspberry, strawberry;bulgarian rose, cyclamen;rhubarb, amberwood;fruity;sweet;green;ozonic;aquatic
mon-petit;lolita-lempicka;unisex;3,26;35;2020;marshmallow, anise;lime (linden) blossom, freesia, orange blossom;confetti (sugared almonds), white musk;sweet;powdery;;;
dark-wash;zara;men;3,26;27;2021;sesame;watery notes;sandalwood;aquatic;woody;aromatic;fresh;powdery
mustang-for-men-eau-de-toilette;mustang;men;3,26;27;2019;grapefruit, lemon zest, tarragon;lavender, mint, galbanum;musk, sandalwood, patchouli;aromatic;citrus;woody;musky;powdery
vamp-black;pupa;women;3,26;27;2021;cinnamon, rose, black pepper;wild berries, jasmine, labdanum, sandalwood;patchouli, vanilla, musk, amber;woody;warm spicy;amber;musky;powdery
uefa-champions-league-dare-edition;adidas;men;3,26;42;2019;mint, sicilian bergamot, elemi;cardamom, lavender, african geranium;vetiver, patchouli, balsam fir;aromatic;fresh spicy;green;woody;warm spicy
princesse-de-coeur;laurent-mazzone-parfums;women;3,26;27;2022;aldehydes, carrot, bergamot;rose, iris, amberwood;musk, moss, vetiver;powdery;rose;woody;earthy;musky
mango-touch;patrice-martin;unisex;3,26;43;2022;mango, grapefruit, water notes;peach, raspberry;musk, vanilla;fruity;sweet;tropical;musky;powdery
jacqueline;gritti;women;3,27;166;2021;green almond, mate, green notes;lavender, violet leaves, freesia;musk, vanilla, tonka bean;lavender;aromatic;vanilla;musky;almond
don-t-tell-jasmine;vilhelm-parfumerie;unisex;3,27;269;2017;lemon, kir royal;jasmine;musk;white floral;citrus;musky;aromatic;floral
in-red-blooming-passion;armand-basi;women;3,27;51;2021;red apple, red fruits, rhubarb, mango;jasmine, violet, lily-of-the-valley;white chocolate, white musk, sandalwood, tonka bean;fruity;sweet;fresh;powdery;
charmante;faberlic;women;3,27;133;2015;black currant, mandarin leaf, orange, pitahaya, pear;rose, jasmine, raspberry;cedar, musk, amber;fruity;rose;citrus;woody;floral
fortunata;faberlic;women;3,27;320;2013;red apple, calabrian mandarin;cherry, orris root, orchid, gardenia, rose;almond, vanilla, tonka bean, patchouli, white musk;sweet;almond;cherry;fruity;vanilla
realist;contradictions-in-ilk;unisex;3,27;26;2020;lemon, bergamot, yuzu, pepper;petitgrain, sea notes, cedar, black tea, rose;vetiver, hinoki wood, incense, amber, immortelle;citrus;aromatic;woody;fresh spicy;green
symphonie-d-amour;maissa-parfums;unisex;3,27;51;2020;black currant, apple, orange, bergamot, lemon;caramel, white woods, mint, jasmine, anise, green notes;musk, vanilla, amber;fruity;citrus;musky;caramel;powdery
refocus;m-int;unisex;3,27;37;2016;aldehydes, incense;patchouli, guaiac wood, cedar;musk, labdanum, suede, sandalwood;amber;musky;woody;aldehydic;balsamic
vanille-malika;chopard;women;3,28;39;2023;incense, pink pepper, litchi;bourbon vanilla, madagascar vanilla;opoponax, sandalwood, cashmeran;amber;woody;balsamic;powdery;vanilla
liquide-2020;les-liquides-imaginaires;unisex;3,28;60;2020;black pepper, bergamot, cardamom, labdanum;henna, metallic notes, ozonic notes, iris;suede, animal notes, cedar, saffron;metallic;warm spicy;aromatic;fresh spicy;mineral
casual-2-oksana-robski;brocard;women;3,28;97;2016;green notes, citruses, orange;ylang-ylang, jasmine, rose;palisander rosewood, heliotrope, musk, amber;citrus;green;woody;powdery;sweet
ungaro-for-her;emanuel-ungaro;women;3,28;36;2013;grapefruit, mandarin orange, pink pepper;rose, jasmine, hibiscus;vanilla, heliotrope, cedar;vanilla;citrus;rose;powdery;floral
kenzo-world;kenzo;women;3,29;2981;2016;red fruits;peony, floral notes, egyptian jasmine;ambroxan;floral;fruity;fresh;amber;musky
under-the-stars;maison-martin-margiela;unisex;3,29;587;2023;black pepper;leather;agarwood (oud), labdanum;leather;oud;fresh spicy;animalic;amber
leader;oriflame;men;3,29;35;2018;clary sage;lavender;red cedar;aromatic;lavender;fresh spicy;soft spicy;woody
all-or-nothing-unique-accord-1;oriflame;women;3,29;62;2020;freesia, jasmine, peony;musk, floral notes, whipped cream;heliotrope, white woods, sandalwood;floral;musky;powdery;white floral;fresh
lovely-me;liu-jo;women;3,29;85;2018;apple, raspberry, bergamot;jasmine, tuberose, orange blossom;popcorn, cedar, ambroxan;white floral;fruity;woody;fresh;tuberose
the-queen-of-spades-classic;brocard;women;3,29;84;2015;melon, magnolia, citruses;lily-of-the-valley, jasmine, violet;woody notes, musk, orchid;floral;white floral;fresh;powdery;citrus
un-jardin-mystique;brocard;women;3,29;38;2017;citron, mint, bergamot, marigold, mandarin orange;lily-of-the-valley, magnolia, rose;woody notes, musk, vetiver, sandalwood;citrus;green;aromatic;white floral;fresh spicy
berriessence;brocard;women;3,29;139;2018;forest fruits, blackberry, litchi;sorbet, raspberry, violet, rose petals;vanilla sugar, musk, woody notes;fruity;sweet;woody;;
supergreen;coquillete;unisex;3,29;28;2017;mint, geranium, cloves, lemon, damask rose;peony, sandalwood, saffron, berry fruits, amber, incense;vetiver, musk, white musk, cedar;aromatic;woody;warm spicy;fresh spicy;rose
rosso-epicureo;jacques-fath;unisex;3,29;253;2017;plum, black currant, sichuan pepper, artemisia, bitter orange, bergamot;tuberose, ylang-ylang, damask rose, orange blossom, jasmine;vanilla, patchouli, musk, amber;white floral;fruity;tuberose;sweet;citrus
morning-star;cosmogony;women;3,29;85;2022;plum, blackberry, mandarin orange;osmanthus, creamy flowers, rose, jasmine, tuberose;musk, patchouli, sandalwood, ambergris;fruity;floral;musky;woody;powdery
gelsomino-notturno;bottega-verde;women;3,29;34;2017;raspberry, pear, strawberry, bergamot;night blooming jasmine, peony;patchouli, amber, musk;fruity;sweet;white floral;;
givenchy-pour-homme-silver-edition;givenchy;men;3,3;61;2017;elemi, bergamot, grapefruit;sequoia, violet leaf;vetiver, tonka bean, patchouli;woody;aromatic;citrus;warm spicy;ozonic
lail-maleki;lattafa-perfumes;unisex;3,3;187;2018;fruity notes, citruses, spicy notes;jasmine, honey, gardenia, orchid;sandalwood, musk, amber, caramel;white floral;sweet;fruity;honey;floral
bois-fuchsia;les-parfums-de-rosine;women;3,3;44;2019;cassis, iris;raspberry, litchi, rose;patchouli, sandalwood, musk;fruity;woody;patchouli;earthy;aromatic
signorina-unica;salvatore-ferragamo;women;3,3;37;2024;mandarin orange, sea notes, sugar cane, bergamot;violet, cashmere wood, black currant, azalea;vanilla, tiramisu, ambroxan, tonka bean, patchouli;sweet;citrus;vanilla;amber;marine
wake-up-feel-good;oriflame;unisex;3,3;89;2019;yuzu;mint;musk;green;citrus;fresh spicy;musky;aromatic
miss-charming;oriflame;women;3,3;37;2017;mandarin orange;gardenia;vanilla;white floral;citrus;lactonic;vanilla;animalic
cuir-mojito;daniel-barros;unisex;3,3;27;2016;lime, mint, rum, saffron, grass;violet, geranium, lily-of-the-valley, patchouli;leather, cashmeran, musk, oakmoss;leather;animalic;citrus;green;aromatic
glamour-fantasy;bourjois;women;3,3;89;2013;macarons, sour cherry, raspberry;big strawberry, jasmine sambac;patchouli;sweet;fruity;cherry;almond;
ravenclaw-parfum;house-of-sillage;unisex;3,3;44;2022;bergamot, mint, petitgrain;cascalone, cardamom, lily-of-the-valley;white woods, cedar, vetiver;woody;aromatic;aquatic;citrus;green
peach-fields;skylar;unisex;3,3;291;2022;white peach, grapefruit, mandarin orange;osmanthus, lily-of-the-valley, vanilla;musk, sandalwood, cashmere wood, amber;fruity;woody;musky;powdery;floral
the-bell-chime-kolokol-nyj-zvon;ladanika;unisex;3,3;30;2018;metallic notes, aldehydes, clementine, lemon;lily, clover;honey, myrrh, olibanum;amber;metallic;honey;aldehydic;sweet
lush-fleur;clean;women;3,31;268;2021;raspberry, bergamot, mandarin orange;damask rose, jasmine, gardenia;musk, moss, vanilla, amber;rose;citrus;musky;white floral;fruity
hugo-jeans-man;hugo-boss;men;3,31;195;2022;grapefruit, lime;juniper berries, mint;cedar, vetiver;aromatic;woody;fresh spicy;citrus;green
quasar-rush;o-boticario;men;3,31;120;2021;sicilian lemon, mint, pineapple, rosemary, mandarin orange, basil, cardamom, nutmeg;water notes, lavender, violet leaf, cedar, cashmeran, amber, moss, coriander;musk, amber, balsamic notes, moss, tonka bean;aromatic;aquatic;citrus;fresh spicy;green
love;desigual;women;3,31;55;2014;black currant, blueberry;orange, grapefruit, benzoin;praline, tonka bean, sandalwood;sweet;fruity;citrus;woody;amber
brillant-nuage-d-or;brocard;women;3,31;26;2022;pear, melon, bergamot;freesia, lily-of-the-valley, tuberose;musk, virginian cedar, vanilla;white floral;floral;fresh;fruity;aquatic
bel-ange;faberlic;women;3,31;51;2017;litchi, bergamot;cranberry, red currant, cherry blossom, lily-of-the-valley, magnolia, iris;musk, cedar, palisander rosewood, amber, cashmere wood;fruity;fresh;floral;citrus;woody
collection-privee-alizes;faberlic;women;3,31;84;2014;lavender, cardamom, basil, tangerine;water lily, lotus, hibiscus;clary sage, amber, heliotrope, labdanum;floral;aromatic;aquatic;lavender;warm spicy
autumn-rhythm;chris-collins;unisex;3,31;58;2019;green notes, bergamot;orris root, cashmeran, mate, lily-of-the-valley;leather, cedar, tonka bean, ambrette (musk mallow), musk;leather;woody;green;powdery;iris
raven;ellis-brooklyn;women;3,31;265;2016;rhubarb, mandarin orange;peony, pink lotus;patchouli, white woods, musk;woody;patchouli;floral;warm spicy;musky
amberbomb;laboratorio-olfattivo;unisex;3,31;71;2024;coffee, plum, strawberry, coconut, apple;iris, lily of the valley, jasmine, rose;leather, cypriol oil or nagarmotha, patchouli, sandalwood, cedar, amber, vanilla, tonka bean, white musk;woody;leather;earthy;warm spicy;powdery
apple-temptation;women-secret;women;3,31;26;2017;apple, cucumber, melon, black currant;rose, lily-of-the-valley;sandalwood;fruity;fresh;ozonic;aquatic;green
c-thru-coral-dream;sarantis;women;3,31;54;2013;wormwood, juniper berries, pepper;rose, violet;woody notes, amber, vanilla, sandalwood;fresh spicy;aromatic;woody;rose;powdery
ylang-ylang-espresso;floral-street;unisex;3,31;537;2017;sichuan pepper, rose, tangerine;ylang-ylang, patchouli, tiramisu, jasmine;coffee, cacao, whipped cream, guaiac wood;coffee;warm spicy;sweet;woody;yellow floral
boss-alive-eau-de-toilette;hugo-boss;women;3,32;352;2021;mandarin orange, apple, magnolia, lemon;jasmine sambac, clary sage, may rose;sandalwood, cedar, moss;citrus;woody;floral;fruity;white floral
cuide-se-bem-bubbaloo-tutti-frutti;o-boticario;women;3,32;126;2021;cotton candy, mandarin orange;bubbaloo, strawberry, peach, jasmine;vanilla, milk, musk, amberwood;sweet;fruity;vanilla;powdery;caramel
her-secret-game;antonio-banderas;women;3,32;53;2015;mandarin orange, pineapple, strawberry, raspberry, bergamot;green leaves, jasmine, tuberose, gardenia;patchouli, sandalwood, musk;fruity;white floral;green;sweet;citrus
rosa-muscosa;coquillete;unisex;3,32;28;2017;rose, geranium, blackberry, cassis, peach;turkish rose, patchouli, violet, jasmine;white musk, herbal notes, amber, vanilla;rose;fruity;aromatic;patchouli;powdery
gianmarco-venturi-femme;gianmarco-venturi;women;3,32;59;2015;fruits;flowers;powdery notes, woodsy notes;powdery;woody;floral;fruity;sweet
vanilla;maissa-parfums;unisex;3,32;37;2020;rose, sugar, lemon;white musk, loukhoum;vanilla, cedar;sweet;vanilla;rose;musky;powdery
anime-sante;maria-candida-gentile;unisex;3,32;62;2019;frangipani;almond milk, melon;benzoin, sequoia;almond;floral;amber;fruity;warm spicy
euro;paris-elysees;men;3,32;28;2016;coriander, bergamot, artemisia;carnation, patchouli, jasmine;incense, musk, oakmoss, vanilla;warm spicy;amber;smoky;floral;musky
burnt-flower;miguel-matos;unisex;3,32;31;2019;cinnamon, cade oil, mandarin orange, grapefruit, bergamot;tuberose, cloves, coconut, iris;suede, castoreum, animal notes, chinese cedar, atlas cedar;tuberose;animalic;woody;leather;white floral
let-s-travel-to-paris-for-men;mandarina-duck;men;3,32;34;2018;sage, apple, bergamot;sea notes, rosemary, violet;musk, tonka bean, moss;aromatic;marine;fresh spicy;musky;powdery
hakka;j-scent;unisex;3,32;34;2019;mint, green leaves, bergamot;lotus, lily, jasmine, iris;musk, cedar, amber;green;aromatic;fresh spicy;white floral;floral
blonde-rose;clean;unisex;3,33;255;2016;aldehydes, water notes;rose, peony, jasmine;musk, cedar, sandalwood;woody;fresh;rose;powdery;musky
fenice;gritti;unisex;3,33;64;2018;passionfruit, peach;magnolia, lily, orange blossom, amber;musk, woodsy notes, jasmine;fruity;white floral;sweet;tropical;musky
l-eau-kenzo-pour-femme-sunlight-edition-limitee;kenzo;women;3,33;51;2023;lemon;osmanthus, lotus;cedar;floral;fruity;woody;aquatic;citrus
dare-to-shine;oriflame;women;3,33;121;2019;pear, raspberry, pink pepper;tiare flower, jasmine sambac, heliotrope;vanilla, sandalwood, amber;fruity;sweet;white floral;vanilla;powdery
rival;oriflame;men;3,33;43;2013;cinnamon, lemon, mandarin orange;violet leaf, star anise, geranium;coffee, patchouli leaf, amber;warm spicy;coffee;citrus;ozonic;anis
promenade;faberlic;women;3,33;144;2015;sea water, lotus, mandarin orange, freesia;lily, peony, white rose, cloves;white musk, cedar;floral;marine;aquatic;aromatic;citrus
boom-couture;faberlic;women;3,33;79;2017;strawberry, wild strawberry, blackberry, bergamot;vanilla orchid, tiare flower, freesia;musk, cedar;fruity;sweet;floral;woody;
gracefl;faberlic;women;3,33;33;2019;lime;freesia, peony, lily-of-the-valley, juniper;musk, cedar, amber;floral;fresh;citrus;woody;aromatic
adidas-uefa-champions-league-edition;adidas;men;3,33;185;2014;lavender, lemon, violet;green apple, cashmeran, clary sage;vanilla, patchouli, moss;aromatic;lavender;woody;powdery;citrus
chypre-sublime;floral-street;unisex;3,33;408;2017;geranium, incense, pink pepper;damask rose, patchouli, violet;olibanum, labdanum, benzoin;rose;amber;warm spicy;fresh spicy;patchouli
pink-extasy;montale;women;3,34;404;2014;tangerine, orange, black pepper;turkish rose, iris, orange blossom, jasmine;raspberry, white musk, vanilla, peach;fruity;sweet;powdery;citrus;rose
stars;moschino;women;3,34;400;2014;citron, peony, may rose;lily-of-the-valley, jasmine, orange blossom;driftwood, vetiver, ambroxan, amber;white floral;fresh;citrus;floral;rose
metamber;zara;men;3,34;41;2024;black pepper;white amber;musk, moss;amber;musky;powdery;animalic;fresh spicy
solar;oriflame;women;3,34;94;2015;caviar, watermelon, acai berry, citruses;guava, passion flower, peony;hibiscus, musk, patchouli;fruity;savory;ozonic;animalic;aquatic
this-is-not-a-blue-bottle-1-7;histoires-de-parfums;unisex;3,34;41;2024;ozonic notes, coconut, pink pepper;frangipani, rose, lily-of-the-valley;sandalwood, musk, vanilla;floral;tropical;ozonic;powdery;musky
strawberry-rhubarb-caviar;brocard;unisex;3,34;126;2018;green notes, apple, lime, lemon;rhubarb, strawberry, melon, freesia, jasmine;musk, cedar, amber;fruity;green;sweet;fresh;aromatic
terra-incognita-siberia;brocard;unisex;3,34;47;2017;ozonic notes, water notes, green grass;palisander rosewood, cyclamen, jasmine, lily-of-the-valley;smoke, creosote bush, musk, fir, woody notes, patchouli;smoky;woody;ozonic;aquatic;aromatic
supergirl;faberlic;women;3,34;58;2019;litchi, lime;rose, peony, black currant, freesia, forest fruits;musk, woody notes;floral;rose;fruity;fresh;citrus
vodka-night;paris-elysees;men;3,34;120;2015;clementine, herbal notes, orange, lemon;nutmeg, cardamom, floral notes;vetiver, brazil nut, patchouli, amber;citrus;woody;aromatic;green;earthy
c-thru-wanderlust-dream;sarantis;women;3,34;29;2019;bergamot, melon, red currant;jasmine, cyclamen;patchouli, white musk, vanilla;fresh;fruity;citrus;floral;white floral
sexuel;lpdo;unisex;3,34;56;2020;red berries, geranium, wild berries, peach;turkish rose, indonesian patchouli leaf, french violet, egyptian jasmine;pine tree, white musk, amber, madagascar vanilla;rose;woody;fruity;aromatic;powdery
neon-rose;floral-street;unisex;3,34;451;2017;apple blossom, bergamot, cassis, sichuan pepper;rose, egyptian jasmine, cyclamen, angelica, juniper berries;peach, white cedar extract, amber;floral;fruity;rose;fresh;citrus
